#PressureID,Time,Timestamp,TopLeft,BottomLeft,BottomRight,TopRight
0,5.903,Mon Jul 02 10:44:50.880 2018,95,268,141,74
73,6.754,Mon Jul 02 10:44:51.731 2018,82,269,140,78
74,6.783,Mon Jul 02 10:44:51.759 2018,84,266,140,72
75,6.79,Mon Jul 02 10:44:51.767 2018,91,265,141,69
76,6.8,Mon Jul 02 10:44:51.777 2018,83,264,140,72
77,6.844,Mon Jul 02 10:44:51.821 2018,84,264,140,74
78,6.868,Mon Jul 02 10:44:51.845 2018,82,261,140,73
79,6.873,Mon Jul 02 10:44:51.850 2018,78,261,139,75
80,6.888,Mon Jul 02 10:44:51.865 2018,83,261,141,76
81,6.892,Mon Jul 02 10:44:51.868 2018,80,260,143,70
82,6.897,Mon Jul 02 10:44:51.874 2018,82,262,140,74
83,6.912,Mon Jul 02 10:44:51.889 2018,80,258,139,80
84,6.923,Mon Jul 02 10:44:51.900 2018,86,261,140,74
85,6.944,Mon Jul 02 10:44:51.921 2018,81,256,137,73
86,6.956,Mon Jul 02 10:44:51.933 2018,84,257,141,74
87,6.982,Mon Jul 02 10:44:51.959 2018,81,260,138,72
88,6.992,Mon Jul 02 10:44:51.969 2018,78,261,140,72
89,6.999,Mon Jul 02 10:44:51.976 2018,82,261,140,68
90,7.025,Mon Jul 02 10:44:52.002 2018,90,267,141,74
91,7.034,Mon Jul 02 10:44:52.011 2018,82,263,140,67
92,7.062,Mon Jul 02 10:44:52.039 2018,82,266,143,69
93,7.07,Mon Jul 02 10:44:52.048 2018,80,264,140,79
94,7.087,Mon Jul 02 10:44:52.064 2018,81,263,139,79
95,7.102,Mon Jul 02 10:44:52.078 2018,80,267,141,74
96,7.112,Mon Jul 02 10:44:52.088 2018,80,264,143,77
97,7.132,Mon Jul 02 10:44:52.109 2018,88,265,140,74
98,7.143,Mon Jul 02 10:44:52.119 2018,80,263,139,82
99,7.154,Mon Jul 02 10:44:52.131 2018,79,267,140,74
100,7.185,Mon Jul 02 10:44:52.162 2018,84,261,138,74
101,7.19,Mon Jul 02 10:44:52.167 2018,89,266,143,75
102,7.208,Mon Jul 02 10:44:52.185 2018,86,268,136,73
103,7.219,Mon Jul 02 10:44:52.196 2018,91,268,143,75
104,7.233,Mon Jul 02 10:44:52.210 2018,90,270,136,69
105,7.253,Mon Jul 02 10:44:52.230 2018,94,274,134,79
106,7.264,Mon Jul 02 10:44:52.241 2018,91,272,139,68
107,7.284,Mon Jul 02 10:44:52.261 2018,91,273,143,75
108,7.299,Mon Jul 02 10:44:52.276 2018,93,272,139,74
109,7.319,Mon Jul 02 10:44:52.296 2018,90,275,135,76
110,7.331,Mon Jul 02 10:44:52.308 2018,92,275,140,74
111,7.352,Mon Jul 02 10:44:52.329 2018,86,274,143,79
112,7.367,Mon Jul 02 10:44:52.344 2018,90,273,140,73
113,7.378,Mon Jul 02 10:44:52.355 2018,88,272,139,71
114,7.399,Mon Jul 02 10:44:52.376 2018,92,275,140,74
115,7.408,Mon Jul 02 10:44:52.385 2018,92,272,137,73
116,7.433,Mon Jul 02 10:44:52.410 2018,93,274,134,77
117,7.445,Mon Jul 02 10:44:52.423 2018,91,270,136,73
118,7.455,Mon Jul 02 10:44:52.432 2018,95,268,142,75
119,7.497,Mon Jul 02 10:44:52.473 2018,90,270,142,68
120,7.499,Mon Jul 02 10:44:52.476 2018,87,270,143,75
121,7.505,Mon Jul 02 10:44:52.482 2018,91,270,139,68
122,7.523,Mon Jul 02 10:44:52.499 2018,89,270,135,74
123,7.532,Mon Jul 02 10:44:52.508 2018,90,270,139,74
124,7.554,Mon Jul 02 10:44:52.531 2018,88,274,143,72
125,7.565,Mon Jul 02 10:44:52.542 2018,89,267,138,74
126,7.577,Mon Jul 02 10:44:52.553 2018,84,266,143,81
127,7.597,Mon Jul 02 10:44:52.573 2018,90,269,138,75
128,7.607,Mon Jul 02 10:44:52.583 2018,84,266,138,80
129,7.638,Mon Jul 02 10:44:52.615 2018,85,268,139,74
130,7.644,Mon Jul 02 10:44:52.621 2018,89,264,137,73
131,7.664,Mon Jul 02 10:44:52.641 2018,91,264,142,75
132,7.675,Mon Jul 02 10:44:52.652 2018,89,268,136,72
133,7.685,Mon Jul 02 10:44:52.662 2018,96,265,142,74
134,7.709,Mon Jul 02 10:44:52.686 2018,90,269,135,69
135,7.724,Mon Jul 02 10:44:52.701 2018,96,268,138,69
136,7.74,Mon Jul 02 10:44:52.718 2018,89,269,139,68
137,7.749,Mon Jul 02 10:44:52.726 2018,91,269,140,73
138,7.77,Mon Jul 02 10:44:52.748 2018,89,270,139,74
139,7.785,Mon Jul 02 10:44:52.763 2018,89,271,137,75
140,7.8,Mon Jul 02 10:44:52.778 2018,92,270,139,74
141,7.818,Mon Jul 02 10:44:52.795 2018,85,270,144,75
142,7.833,Mon Jul 02 10:44:52.811 2018,91,271,139,74
143,7.846,Mon Jul 02 10:44:52.823 2018,90,269,138,73
144,7.867,Mon Jul 02 10:44:52.843 2018,88,271,140,74
145,7.887,Mon Jul 02 10:44:52.864 2018,90,268,137,75
146,7.901,Mon Jul 02 10:44:52.878 2018,91,267,143,74
147,7.913,Mon Jul 02 10:44:52.890 2018,90,268,134,73
148,7.934,Mon Jul 02 10:44:52.911 2018,96,267,142,74
149,7.942,Mon Jul 02 10:44:52.919 2018,90,273,129,70
150,7.951,Mon Jul 02 10:44:52.928 2018,89,271,134,75
151,7.978,Mon Jul 02 10:44:52.955 2018,88,271,143,72
152,7.988,Mon Jul 02 10:44:52.965 2018,91,269,142,75
153,8.018,Mon Jul 02 10:44:52.995 2018,90,271,139,72
154,8.034,Mon Jul 02 10:44:53.011 2018,89,275,139,74
155,8.038,Mon Jul 02 10:44:53.015 2018,90,272,138,74
156,8.06,Mon Jul 02 10:44:53.037 2018,88,272,144,72
157,8.067,Mon Jul 02 10:44:53.044 2018,86,269,138,73
158,8.083,Mon Jul 02 10:44:53.060 2018,84,270,138,71
159,8.099,Mon Jul 02 10:44:53.076 2018,91,271,139,74
160,8.124,Mon Jul 02 10:44:53.101 2018,88,268,137,77
161,8.137,Mon Jul 02 10:44:53.114 2018,92,267,142,74
162,8.144,Mon Jul 02 10:44:53.121 2018,92,268,136,72
163,8.161,Mon Jul 02 10:44:53.138 2018,94,270,135,75
164,8.179,Mon Jul 02 10:44:53.156 2018,90,271,133,73
165,8.187,Mon Jul 02 10:44:53.164 2018,94,267,143,75
166,8.208,Mon Jul 02 10:44:53.185 2018,95,270,139,66
167,8.217,Mon Jul 02 10:44:53.194 2018,95,271,140,79
168,8.238,Mon Jul 02 10:44:53.215 2018,90,270,139,72
169,8.263,Mon Jul 02 10:44:53.240 2018,88,274,141,74
170,8.28,Mon Jul 02 10:44:53.256 2018,90,270,139,74
171,8.304,Mon Jul 02 10:44:53.281 2018,86,270,139,72
172,8.31,Mon Jul 02 10:44:53.287 2018,95,270,139,74
173,8.326,Mon Jul 02 10:44:53.303 2018,88,269,139,71
174,8.333,Mon Jul 02 10:44:53.309 2018,91,270,135,74
175,8.348,Mon Jul 02 10:44:53.325 2018,88,268,137,79
176,8.367,Mon Jul 02 10:44:53.343 2018,85,273,139,74
177,8.375,Mon Jul 02 10:44:53.352 2018,90,268,136,73
178,8.385,Mon Jul 02 10:44:53.362 2018,94,270,139,75
179,8.408,Mon Jul 02 10:44:53.385 2018,90,271,134,72
180,8.418,Mon Jul 02 10:44:53.395 2018,96,268,143,75
181,8.443,Mon Jul 02 10:44:53.420 2018,90,272,139,68
182,8.453,Mon Jul 02 10:44:53.430 2018,95,274,139,68
183,8.473,Mon Jul 02 10:44:53.450 2018,91,271,139,68
184,8.482,Mon Jul 02 10:44:53.459 2018,89,276,143,69
185,8.509,Mon Jul 02 10:44:53.486 2018,90,271,139,74
186,8.524,Mon Jul 02 10:44:53.501 2018,88,270,139,75
187,8.529,Mon Jul 02 10:44:53.506 2018,91,272,139,74
188,8.552,Mon Jul 02 10:44:53.529 2018,84,271,139,70
189,8.568,Mon Jul 02 10:44:53.545 2018,85,275,140,75
190,8.572,Mon Jul 02 10:44:53.550 2018,84,268,138,73
191,8.597,Mon Jul 02 10:44:53.574 2018,85,273,139,74
192,8.61,Mon Jul 02 10:44:53.587 2018,90,268,136,73
193,8.62,Mon Jul 02 10:44:53.597 2018,91,272,139,74
194,8.643,Mon Jul 02 10:44:53.619 2018,90,274,128,72
195,8.66,Mon Jul 02 10:44:53.637 2018,91,272,142,75
196,8.67,Mon Jul 02 10:44:53.647 2018,91,272,140,68
197,8.688,Mon Jul 02 10:44:53.665 2018,95,274,136,78
198,8.708,Mon Jul 02 10:44:53.684 2018,91,272,139,67
199,8.722,Mon Jul 02 10:44:53.698 2018,90,271,140,73
200,8.739,Mon Jul 02 10:44:53.716 2018,92,272,139,73
201,8.767,Mon Jul 02 10:44:53.744 2018,89,272,135,75
202,8.788,Mon Jul 02 10:44:53.765 2018,94,272,139,74
203,8.805,Mon Jul 02 10:44:53.782 2018,85,271,143,73
204,8.812,Mon Jul 02 10:44:53.789 2018,94,273,139,74
205,8.832,Mon Jul 02 10:44:53.809 2018,84,270,138,83
206,8.838,Mon Jul 02 10:44:53.815 2018,94,273,139,74
207,8.849,Mon Jul 02 10:44:53.826 2018,91,268,137,75
208,8.863,Mon Jul 02 10:44:53.840 2018,85,275,139,74
209,8.873,Mon Jul 02 10:44:53.850 2018,90,275,137,75
210,8.892,Mon Jul 02 10:44:53.869 2018,93,272,143,75
211,8.923,Mon Jul 02 10:44:53.900 2018,90,272,136,68
212,8.932,Mon Jul 02 10:44:53.909 2018,95,275,140,68
213,8.949,Mon Jul 02 10:44:53.926 2018,90,275,138,68
214,8.952,Mon Jul 02 10:44:53.930 2018,93,271,136,78
215,8.975,Mon Jul 02 10:44:53.952 2018,92,270,139,74
216,8.982,Mon Jul 02 10:44:53.958 2018,89,270,139,70
217,9.003,Mon Jul 02 10:44:53.979 2018,91,270,139,74
218,9.014,Mon Jul 02 10:44:53.991 2018,88,269,143,78
219,9.03,Mon Jul 02 10:44:54.007 2018,94,270,139,73
220,9.05,Mon Jul 02 10:44:54.027 2018,85,267,139,82
221,9.062,Mon Jul 02 10:44:54.039 2018,90,268,136,73
222,9.08,Mon Jul 02 10:44:54.057 2018,90,266,137,73
223,9.094,Mon Jul 02 10:44:54.071 2018,93,268,142,74
224,9.113,Mon Jul 02 10:44:54.090 2018,90,270,136,72
225,9.13,Mon Jul 02 10:44:54.107 2018,91,269,134,79
226,9.144,Mon Jul 02 10:44:54.121 2018,90,268,136,69
227,9.165,Mon Jul 02 10:44:54.142 2018,96,271,135,78
228,9.184,Mon Jul 02 10:44:54.161 2018,91,270,140,64
229,9.193,Mon Jul 02 10:44:54.170 2018,90,267,143,74
230,9.204,Mon Jul 02 10:44:54.181 2018,91,269,141,75
231,9.219,Mon Jul 02 10:44:54.196 2018,90,271,139,76
232,9.235,Mon Jul 02 10:44:54.212 2018,91,269,139,73
233,9.267,Mon Jul 02 10:44:54.244 2018,91,268,143,80
234,9.272,Mon Jul 02 10:44:54.249 2018,94,269,139,74
235,9.28,Mon Jul 02 10:44:54.258 2018,87,268,139,80
236,9.295,Mon Jul 02 10:44:54.273 2018,91,271,140,74
237,9.314,Mon Jul 02 10:44:54.291 2018,91,268,138,73
238,9.324,Mon Jul 02 10:44:54.301 2018,92,268,142,74
239,9.348,Mon Jul 02 10:44:54.324 2018,90,268,134,72
240,9.362,Mon Jul 02 10:44:54.338 2018,91,270,138,79
241,9.37,Mon Jul 02 10:44:54.347 2018,90,270,134,69
242,9.424,Mon Jul 02 10:44:54.401 2018,96,273,140,71
243,9.429,Mon Jul 02 10:44:54.406 2018,91,272,139,68
244,9.438,Mon Jul 02 10:44:54.415 2018,91,271,140,71
245,9.443,Mon Jul 02 10:44:54.419 2018,90,274,140,74
246,9.447,Mon Jul 02 10:44:54.424 2018,89,275,137,75
247,9.475,Mon Jul 02 10:44:54.452 2018,92,272,143,73
248,9.482,Mon Jul 02 10:44:54.459 2018,86,273,139,74
249,9.504,Mon Jul 02 10:44:54.481 2018,92,274,139,74
250,9.521,Mon Jul 02 10:44:54.498 2018,80,273,139,75
251,9.538,Mon Jul 02 10:44:54.515 2018,96,276,139,74
252,9.559,Mon Jul 02 10:44:54.536 2018,92,275,138,79
253,9.565,Mon Jul 02 10:44:54.542 2018,92,285,140,73
254,9.599,Mon Jul 02 10:44:54.576 2018,93,280,133,72
255,9.611,Mon Jul 02 10:44:54.588 2018,93,280,139,76
256,9.64,Mon Jul 02 10:44:54.617 2018,92,280,134,70
257,9.666,Mon Jul 02 10:44:54.643 2018,96,282,139,68
258,9.677,Mon Jul 02 10:44:54.655 2018,93,279,139,64
259,9.683,Mon Jul 02 10:44:54.661 2018,95,279,141,72
260,9.689,Mon Jul 02 10:44:54.666 2018,93,281,139,74
261,9.693,Mon Jul 02 10:44:54.670 2018,92,285,142,72
262,9.708,Mon Jul 02 10:44:54.685 2018,94,281,138,73
263,9.719,Mon Jul 02 10:44:54.696 2018,91,280,144,79
264,9.735,Mon Jul 02 10:44:54.711 2018,95,281,138,74
265,9.755,Mon Jul 02 10:44:54.731 2018,85,280,138,73
266,9.772,Mon Jul 02 10:44:54.749 2018,94,278,140,74
267,9.782,Mon Jul 02 10:44:54.759 2018,92,280,137,80
268,9.802,Mon Jul 02 10:44:54.779 2018,94,282,138,74
269,9.813,Mon Jul 02 10:44:54.789 2018,94,280,134,72
270,9.833,Mon Jul 02 10:44:54.809 2018,93,281,135,68
271,9.841,Mon Jul 02 10:44:54.818 2018,93,282,137,79
272,9.868,Mon Jul 02 10:44:54.845 2018,96,281,138,72
273,9.874,Mon Jul 02 10:44:54.851 2018,94,281,138,72
274,9.891,Mon Jul 02 10:44:54.868 2018,95,282,140,74
275,9.907,Mon Jul 02 10:44:54.883 2018,94,281,138,72
276,9.915,Mon Jul 02 10:44:54.892 2018,94,286,143,75
277,9.943,Mon Jul 02 10:44:54.920 2018,94,281,143,74
278,9.948,Mon Jul 02 10:44:54.925 2018,92,281,144,77
279,9.968,Mon Jul 02 10:44:54.945 2018,95,283,139,74
280,9.985,Mon Jul 02 10:44:54.962 2018,83,281,138,71
281,10.011,Mon Jul 02 10:44:54.988 2018,95,282,138,74
282,10.023,Mon Jul 02 10:44:55.000 2018,94,278,136,75
283,10.054,Mon Jul 02 10:44:55.032 2018,89,284,139,74
284,10.062,Mon Jul 02 10:44:55.039 2018,94,278,134,72
285,10.088,Mon Jul 02 10:44:55.065 2018,98,281,139,68
286,10.095,Mon Jul 02 10:44:55.071 2018,94,281,132,71
287,10.099,Mon Jul 02 10:44:55.075 2018,91,281,137,74
288,10.111,Mon Jul 02 10:44:55.088 2018,94,281,138,72
289,10.128,Mon Jul 02 10:44:55.105 2018,100,283,135,74
290,10.135,Mon Jul 02 10:44:55.112 2018,90,278,137,74
291,10.165,Mon Jul 02 10:44:55.142 2018,88,279,138,80
292,10.176,Mon Jul 02 10:44:55.152 2018,89,281,139,74
293,10.183,Mon Jul 02 10:44:55.160 2018,93,280,137,75
294,10.204,Mon Jul 02 10:44:55.181 2018,96,283,140,74
295,10.215,Mon Jul 02 10:44:55.191 2018,93,280,134,72
296,10.229,Mon Jul 02 10:44:55.206 2018,96,281,136,68
297,10.251,Mon Jul 02 10:44:55.228 2018,93,282,148,79
298,10.28,Mon Jul 02 10:44:55.257 2018,100,283,134,77
299,10.288,Mon Jul 02 10:44:55.265 2018,95,281,139,79
300,10.297,Mon Jul 02 10:44:55.274 2018,92,280,139,71
301,10.316,Mon Jul 02 10:44:55.293 2018,95,282,138,72
302,10.331,Mon Jul 02 10:44:55.308 2018,108,287,139,74
303,10.345,Mon Jul 02 10:44:55.322 2018,100,283,134,77
304,10.396,Mon Jul 02 10:44:55.373 2018,95,281,139,74
305,10.404,Mon Jul 02 10:44:55.381 2018,92,280,139,71
306,10.408,Mon Jul 02 10:44:55.385 2018,95,281,139,74
307,10.425,Mon Jul 02 10:44:55.403 2018,88,278,137,80
308,10.432,Mon Jul 02 10:44:55.409 2018,95,280,142,74
309,10.446,Mon Jul 02 10:44:55.423 2018,95,278,135,73
310,10.462,Mon Jul 02 10:44:55.440 2018,98,281,139,74
311,10.487,Mon Jul 02 10:44:55.464 2018,101,282,134,72
312,10.494,Mon Jul 02 10:44:55.471 2018,92,283,136,73
313,10.504,Mon Jul 02 10:44:55.481 2018,94,281,141,74
314,10.517,Mon Jul 02 10:44:55.493 2018,90,280,143,81
315,10.536,Mon Jul 02 10:44:55.513 2018,96,280,139,79
316,10.547,Mon Jul 02 10:44:55.523 2018,88,279,137,80
317,10.563,Mon Jul 02 10:44:55.540 2018,94,280,136,73
318,10.582,Mon Jul 02 10:44:55.559 2018,95,279,139,74
319,10.591,Mon Jul 02 10:44:55.568 2018,96,283,139,74
320,10.612,Mon Jul 02 10:44:55.589 2018,95,280,134,72
321,10.627,Mon Jul 02 10:44:55.604 2018,101,276,142,74
322,10.639,Mon Jul 02 10:44:55.616 2018,94,281,138,74
323,10.659,Mon Jul 02 10:44:55.636 2018,92,280,135,79
324,10.682,Mon Jul 02 10:44:55.659 2018,98,281,139,74
325,10.719,Mon Jul 02 10:44:55.696 2018,88,278,139,71
326,10.726,Mon Jul 02 10:44:55.703 2018,94,280,142,75
327,10.73,Mon Jul 02 10:44:55.707 2018,88,277,137,79
328,10.74,Mon Jul 02 10:44:55.718 2018,89,283,139,74
329,10.75,Mon Jul 02 10:44:55.727 2018,95,277,136,75
330,10.772,Mon Jul 02 10:44:55.749 2018,94,281,136,70
331,10.78,Mon Jul 02 10:44:55.758 2018,94,280,136,72
332,10.8,Mon Jul 02 10:44:55.778 2018,95,281,143,75
333,10.827,Mon Jul 02 10:44:55.804 2018,94,280,136,69
334,10.833,Mon Jul 02 10:44:55.811 2018,103,284,136,78
335,10.847,Mon Jul 02 10:44:55.823 2018,95,280,139,74
336,10.86,Mon Jul 02 10:44:55.837 2018,88,279,140,73
337,10.879,Mon Jul 02 10:44:55.856 2018,95,281,139,74
338,10.897,Mon Jul 02 10:44:55.873 2018,94,278,137,75
339,10.918,Mon Jul 02 10:44:55.895 2018,92,283,139,73
340,10.923,Mon Jul 02 10:44:55.899 2018,95,280,134,73
341,10.944,Mon Jul 02 10:44:55.921 2018,101,281,133,75
342,10.958,Mon Jul 02 10:44:55.935 2018,99,281,138,73
343,10.972,Mon Jul 02 10:44:55.948 2018,92,281,135,79
344,10.987,Mon Jul 02 10:44:55.963 2018,96,281,138,76
345,11,Mon Jul 02 10:44:55.977 2018,89,280,143,76
346,11.01,Mon Jul 02 10:44:55.987 2018,98,281,138,75
347,11.037,Mon Jul 02 10:44:56.014 2018,88,280,137,82
348,11.045,Mon Jul 02 10:44:56.022 2018,89,281,138,74
349,11.067,Mon Jul 02 10:44:56.044 2018,94,274,136,72
350,11.077,Mon Jul 02 10:44:56.054 2018,95,279,139,74
351,11.092,Mon Jul 02 10:44:56.069 2018,94,281,136,71
352,11.154,Mon Jul 02 10:44:56.132 2018,92,280,136,72
353,11.196,Mon Jul 02 10:44:56.174 2018,94,281,136,68
354,11.248,Mon Jul 02 10:44:56.224 2018,100,281,138,70
355,11.266,Mon Jul 02 10:44:56.242 2018,95,282,139,74
356,11.272,Mon Jul 02 10:44:56.249 2018,90,280,138,71
357,11.278,Mon Jul 02 10:44:56.254 2018,95,281,138,74
358,11.303,Mon Jul 02 10:44:56.280 2018,92,278,137,77
359,11.308,Mon Jul 02 10:44:56.285 2018,92,283,139,74
360,11.314,Mon Jul 02 10:44:56.290 2018,94,278,134,73
361,11.33,Mon Jul 02 10:44:56.307 2018,95,281,139,74
362,11.349,Mon Jul 02 10:44:56.326 2018,94,280,134,70
363,11.38,Mon Jul 02 10:44:56.357 2018,95,280,138,79
364,11.388,Mon Jul 02 10:44:56.364 2018,94,280,143,70
365,11.392,Mon Jul 02 10:44:56.369 2018,95,282,138,78
366,11.397,Mon Jul 02 10:44:56.374 2018,95,280,142,74
367,11.408,Mon Jul 02 10:44:56.385 2018,93,285,144,72
368,11.416,Mon Jul 02 10:44:56.393 2018,94,280,138,74
369,11.421,Mon Jul 02 10:44:56.398 2018,90,280,140,72
370,11.426,Mon Jul 02 10:44:56.403 2018,94,280,139,74
371,11.437,Mon Jul 02 10:44:56.414 2018,86,280,143,80
372,11.442,Mon Jul 02 10:44:56.419 2018,94,281,138,73
373,11.453,Mon Jul 02 10:44:56.430 2018,92,278,136,79
374,11.515,Mon Jul 02 10:44:56.492 2018,94,278,133,73
375,11.526,Mon Jul 02 10:44:56.503 2018,95,276,135,73
376,11.531,Mon Jul 02 10:44:56.508 2018,95,278,139,74
377,11.55,Mon Jul 02 10:44:56.527 2018,94,280,133,72
378,11.555,Mon Jul 02 10:44:56.532 2018,94,280,138,74
379,11.56,Mon Jul 02 10:44:56.537 2018,94,280,143,73
380,11.567,Mon Jul 02 10:44:56.544 2018,99,278,138,72
381,11.572,Mon Jul 02 10:44:56.549 2018,94,280,143,72
382,11.58,Mon Jul 02 10:44:56.558 2018,93,284,143,75
383,11.601,Mon Jul 02 10:44:56.577 2018,94,281,143,73
384,11.61,Mon Jul 02 10:44:56.587 2018,92,280,139,79
385,11.629,Mon Jul 02 10:44:56.605 2018,94,281,138,73
386,11.646,Mon Jul 02 10:44:56.622 2018,86,280,139,71
387,11.656,Mon Jul 02 10:44:56.633 2018,99,281,138,74
388,11.675,Mon Jul 02 10:44:56.652 2018,92,279,137,80
389,11.7,Mon Jul 02 10:44:56.676 2018,89,285,138,74
390,11.71,Mon Jul 02 10:44:56.687 2018,94,277,136,73
391,11.721,Mon Jul 02 10:44:56.698 2018,94,280,136,69
392,11.741,Mon Jul 02 10:44:56.717 2018,94,281,136,72
393,11.755,Mon Jul 02 10:44:56.732 2018,90,280,138,72
394,11.764,Mon Jul 02 10:44:56.741 2018,95,282,139,64
395,11.789,Mon Jul 02 10:44:56.766 2018,103,284,136,78
396,11.799,Mon Jul 02 10:44:56.776 2018,90,277,139,70
397,11.82,Mon Jul 02 10:44:56.798 2018,88,279,138,80
398,11.853,Mon Jul 02 10:44:56.830 2018,94,280,137,73
399,11.862,Mon Jul 02 10:44:56.839 2018,94,280,137,75
400,11.871,Mon Jul 02 10:44:56.849 2018,94,280,133,72
401,11.882,Mon Jul 02 10:44:56.859 2018,94,280,134,72
402,11.89,Mon Jul 02 10:44:56.868 2018,99,278,143,74
403,11.913,Mon Jul 02 10:44:56.890 2018,94,283,136,71
404,11.92,Mon Jul 02 10:44:56.898 2018,95,281,143,75
405,11.96,Mon Jul 02 10:44:56.938 2018,93,281,137,71
406,11.975,Mon Jul 02 10:44:56.952 2018,95,279,141,74
407,11.987,Mon Jul 02 10:44:56.963 2018,94,280,138,72
408,12.004,Mon Jul 02 10:44:56.981 2018,95,280,139,79
409,12.021,Mon Jul 02 10:44:56.997 2018,94,280,139,74
